sentence_id,sentence,aspect,polarity,from,to
2014_1845,We had a great tiem watching the shows and characters and ar food was just what we were looking for.,characters,positive,43,53
2014_1846,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",waiter,negative,21,27
2014_1846,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",beers,neutral,90,95
2014_1846,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",manager,negative,115,122
2014_1846,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",reservations,positive,184,196
2014_1847,Wouldn't recomend it for dinner!,dinner,negative,25,31
2014_1848,Sauce was watery and the food didn't have much flavor.,Sauce,negative,0,5
2014_1848,Sauce was watery and the food didn't have much flavor.,food,negative,25,29
2014_1848,Sauce was watery and the food didn't have much flavor.,flavor,negative,47,53
2014_1849,My husband and I enjoy Sangria.,Sangria,positive,23,30
2014_1850,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",indian cuisine,positive,63,77
2014_1851,We both opted for a pasta dish and they were served timely and fresh.,pasta dish,positive,20,30
2014_1851,We both opted for a pasta dish and they were served timely and fresh.,served,positive,45,51
2014_1852,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",bread,negative,16,21
2014_1852,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",appetizer,neutral,40,49
2014_1852,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",glass of wine,neutral,87,100
2014_1852,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",main course,neutral,108,119
2014_1853,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",neighborhood,positive,74,86
2014_1853,"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive,101,105
2014_1854,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,positive,35,44
2014_1855,Tell them Herky sent you and get a free confused look from the waiter.,waiter,negative,63,69
2014_1856,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,hosting staff,negative,64,77
2014_1856,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservations,negative,5,17
2014_1856,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,reservation,neutral,134,145
2014_1856,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,seating,negative,100,107
2014_1857,The food was average or above including some surprising tasty dishes.,food,positive,4,8
2014_1857,The food was average or above including some surprising tasty dishes.,dishes,positive,62,68
2014_1858,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,specials,negative,40,48
2014_1858,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,ingredients,negative,58,69
2014_1858,They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,thai,neutral,104,108
2014_1859,Other apetizers and food,apetizers,neutral,6,15
2014_1859,Other apetizers and food,food,neutral,20,24
2014_1860,The noodle and rices dishes taste great.,noodle and rices dishes,positive,4,27
2014_1861,The food's as good as ever.,food,positive,4,8
2014_1862,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,positive,4,9
2014_1862,"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,positive,53,58
2014_1862,"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,positive,23,34
2014_1864,Also a little more expensive than your average bagel place.,bagel,neutral,47,52
2014_1865,"the food was undercooked-the sauce watery, and the vegetables raw.",food,negative,4,8
2014_1865,"the food was undercooked-the sauce watery, and the vegetables raw.",vegetables,negative,51,61
2014_1865,"the food was undercooked-the sauce watery, and the vegetables raw.",sauce,negative,29,34
2014_1866,And the fried clams had just enough kick to them to make 'em worth eating.,fried clams,positive,8,19
2014_1867,The sauces used are also not that exciting.,sauces,negative,4,10
2014_1868,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,lunch menu,positive,18,28
2014_1868,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,appetizer,positive,58,67
2014_1868,The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,entree,positive,79,85
2014_1870,The rice was poor quality and was cooked so badly it was hard.,rice,negative,4,8
2014_1870,The rice was poor quality and was cooked so badly it was hard.,quality,negative,18,25
2014_1870,The rice was poor quality and was cooked so badly it was hard.,cooked,negative,34,40
2014_1871,We had champagne and caviar and felt like princesses!,champagne,positive,7,16
2014_1871,We had champagne and caviar and felt like princesses!,caviar,positive,21,27
2014_1872,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,positive,4,17
2014_1872,The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,positive,40,49
2014_1874,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",dessert,neutral,8,15
2014_1874,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.",waiter,positive,100,106
2014_1875,"I got the $10 10-piece dim sum combo, every bite of which was great.",dim sum combo,positive,23,36
2014_1877,There is also very limited seating and there can be a substantial wait in getting food at peak times.,seating,negative,27,34
2014_1877,There is also very limited seating and there can be a substantial wait in getting food at peak times.,food,neutral,82,86
2014_1877,There is also very limited seating and there can be a substantial wait in getting food at peak times.,wait,negative,66,70
2014_1878,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",martini,neutral,21,28
2014_1878,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",bar,neutral,36,39
2014_1878,"If it's just a quick martini at the bar (which I recommend Jeffery's) or a mind blowing Roast Chicken, go to Village!",Roast Chicken,positive,88,101
2014_1880,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",table,neutral,28,33
2014_1880,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",insde table,positive,96,107
2014_1880,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,negative,17,21
2014_1882,The prices are wonderfully low.,prices,positive,4,10
2014_1883,If you like spicy food get the chicken vindaloo.,chicken vindaloo,neutral,31,47
2014_1883,If you like spicy food get the chicken vindaloo.,spicy food,neutral,12,22
2014_1885,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,lunch specials,positive,99,113
2014_1886,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",bar food,positive,28,36
2014_1886,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",menu,positive,60,64
2014_1886,"So much more than the usual bar food, go there to enjoy the menu while sampling one of their hand-crafted beers.",hand-crafted beers,positive,93,111
2014_1889,No free drink.,drink,neutral,8,13
2014_1891,This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive,68,72
2014_1891,This is my first time writing a review for a restaurant because the food and service was excellent.,service,positive,77,84
2014_1893,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",capex,positive,20,25
2014_1893,"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",bagels,neutral,71,77
2014_1895,The two star chefs left quite some time ago to open their own place.,chefs,neutral,13,18
2014_1896,Don't waste money on decor.,decor,neutral,21,26
2014_1897,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,back garden,positive,17,28
2014_1897,They also have a back garden open in the summer - cute and French with outdoor seating - what more could you ask for?,outdoor seating,positive,71,86
2014_1899,I have never before eaten 40 pieces of relatively good nigiri.,nigiri,neutral,55,61
2014_1900,"Given the incredible architecture surrounding it, this place has no character.",architecture,positive,21,33
2014_1900,"Given the incredible architecture surrounding it, this place has no character.",place,negative,55,60
2014_1901,I'd call it an 'italian dinner'.,dinner,neutral,24,30
2014_1903,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",drinks,positive,46,52
2014_1903,"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",place,negative,10,15
2014_1905,Have frequented 'ino for several years and the food remains excellent.,food,positive,47,51
2014_1906,"Their eggplant is so delicate, sweet tender!",eggplant,positive,6,14
2014_1908,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",food,positive,13,17
2014_1909,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive,8,12
2014_1909,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,quality of food,positive,45,60
2014_1909,all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral,80,86
2014_1911,My friend got the mushroom pizza which tasted better.,mushroom pizza,positive,18,32
2014_1912,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",cod with paella,negative,10,25
2014_1912,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish and chips,negative,127,141
2014_1912,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",serving,negative,156,163
2014_1912,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fish,neutral,187,191
2014_1912,"I had the cod with paella (spicy and very filling, I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again, a big serving - at least 5 pieces of fish and a basketful of fries).",fries,neutral,211,216
2014_1913,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",place,positive,37,42
2014_1913,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service.",service,negative,88,95
2014_1915,You should pass on the calamari.,calamari,negative,23,31
2014_1916,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,negative,4,34
2014_1916,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,negative,61,80
2014_1917,Try the spicy wontons and the salt pepper shrimps.,spicy wontons,positive,8,21
2014_1917,Try the spicy wontons and the salt pepper shrimps.,salt pepper shrimps,positive,30,49
2014_1918,THE FOOD PORTIONS ARE REALLY LARGE.,FOOD PORTIONS,positive,4,17
2014_1919,The fries are yummy.,fries,positive,4,9
2014_1920,"Friendly and informative staff, very attentive and prompt raw bar service.",staff,positive,25,30
2014_1920,"Friendly and informative staff, very attentive and prompt raw bar service.",bar service,positive,62,73
2014_1921,Best Taiwanese food in NY!,Taiwanese food,positive,5,19
2014_1923,This place is a great stop for great food.,food,positive,37,41
2014_1924,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,pastas,positive,8,14
2014_1924,All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,homemade lasagna,positive,37,53
2014_1929,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",dessert menu,neutral,40,52
2014_1929,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",tip,positive,78,81
2014_1930,And the prices were way to high for what you get.,prices,negative,8,14
2014_1934,The staff ignored my friends and I the entire time we were there.,staff,negative,4,9
2014_1935,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",service,negative,26,33
2014_1937,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",music,positive,71,76
2014_1937,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",in-house lady DJ,positive,4,20
2014_1938,"I need at least three rolls to be full, and that's at least $14.00!",rolls,neutral,22,27
2014_1941,"Great wine list, reasonably priced.--Sara",wine list,positive,6,15
2014_1941,"Great wine list, reasonably priced.--Sara",priced,positive,28,34
2014_1942,The hot dogs were cold in the middle and the buns were stale.,hot dogs,negative,4,12
2014_1942,The hot dogs were cold in the middle and the buns were stale.,buns,negative,45,49
2014_1943,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food,positive,10,14
2014_1944,Beef noodle soup is good as well.,Beef noodle soup,positive,0,16
2014_1946,Delivery service is great too.,Delivery service,positive,0,16
2014_1947,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",food,positive,4,8
2014_1947,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",Thai cuisine,positive,90,102
2014_1947,"The food's dazzling flavors overwhelm the palate, truly embracing the beauty of authentic Thai cuisine.",flavors,positive,20,27
2014_1948,I recieved prompt service with a smile.,service,positive,18,25
2014_1949,They pray to their Food Gods to make them into a good pizza like VT's.,pizza,negative,54,59
2014_1950,The place was quiet and delightful.,place,positive,4,9
2014_1955,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,4,8
2014_1955,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,food,positive,38,42
2014_1955,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,herbs,positive,97,102
2014_1955,The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,tomatoes,positive,107,115
2014_1957,"As much as I like the food there, I can't bring myself to go back.",food,positive,22,26
2014_1958,It looked like shredded cheese partly done - still in strips.,shredded cheese,negative,15,30
2014_1959,The prices and ambience are especially great considering it's in the West Village.,prices,positive,4,10
2014_1959,The prices and ambience are especially great considering it's in the West Village.,ambience,positive,15,23
2014_1960,The soup is pretty good too.,soup,positive,4,8
2014_1961,It is so easy to get a reservation at a top place in NYC with a week's notice.,reservation,positive,23,34
2014_1962,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,root vegetables,positive,35,50
2014_1962,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,mushroom consomme,positive,56,73
2014_1962,I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,chef,positive,85,89
2014_1963,"If you go to Roth's try to be served by Mike, he is GREAT!!",served,positive,30,36
2014_1966,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",food,neutral,8,12
2014_1966,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",ambiance,neutral,22,30
2014_1966,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",service,neutral,41,48
2014_1966,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out .",wait staff,negative,108,118
2014_1968,I always get the Shabu-Shabu dinner and the beef is always fresh.,Shabu-Shabu dinner,neutral,17,35
2014_1968,I always get the Shabu-Shabu dinner and the beef is always fresh.,beef,positive,44,48
2014_1969,The pizza was delivered cold and the cheese wasn't even fully melted!,pizza,negative,4,9
2014_1969,The pizza was delivered cold and the cheese wasn't even fully melted!,cheese,negative,37,43
2014_1970,We were very surprised by how good the food was on our first visit here on a Sunday night.,food,positive,39,43
2014_1971,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",comfort,negative,51,58
2014_1971,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",decor,negative,63,68
2014_1971,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",wait staff,negative,84,94
2014_1971,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",meals,negative,114,119
2014_1971,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",pho,positive,186,189
2014_1971,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",vegtables,positive,229,238
2014_1972,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",service,neutral,106,113
2014_1972,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",ambiance,neutral,118,126
2014_1972,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",food,negative,166,170
2014_1972,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",presentaion,negative,193,204
2014_1972,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",taste,negative,206,211
2014_1972,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",choice,negative,213,219
2014_1972,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quality,negative,221,228
2014_1972,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",quantity,negative,233,241
2014_1974,I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,bar scene,positive,77,86
2014_1976,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",people,positive,20,26
2014_1976,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",pizza,negative,84,89
2014_1977,The food is amazing!!!!,food,positive,4,8
2014_1978,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",food,positive,79,83
2014_1978,"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",oil,neutral,113,116
2014_1979,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",portions,negative,4,12
2014_1979,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",sauces,negative,37,43
2014_1979,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",service,positive,92,99
2014_1980,"For the price, you cannot eat this well in Manhattan.",price,positive,8,13
2014_1981,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",owner,positive,4,9
2014_1981,"The owner is very friendly and a great guy, go try his pizza, you'll like it!",pizza,positive,55,60
2014_1982,The atmosphere is great!!!,atmosphere,positive,4,14
2014_1984,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,negative,66,70
2014_1984,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",wait-staff,negative,90,100
2014_1984,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",service,negative,160,167
2014_1984,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",management,negative,173,183
2014_1984,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",diner,negative,146,151
2014_1985,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",sea urchin,positive,42,52
2014_1986,The service is a little scatty at times but all is forgiven when the food arrives.,service,negative,4,11
2014_1986,The service is a little scatty at times but all is forgiven when the food arrives.,food,positive,69,73
2014_1987,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",bruscetta,negative,4,13
2014_1987,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",salads,positive,38,44
2014_1987,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",dishes,positive,105,111
2014_1987,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",mix of greens,positive,73,86
2014_1987,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",iceberg,neutral,92,99
2014_1987,"The bruscetta is a bit soggy, but the salads were fresh, included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.",served,positive,116,122
2014_1989,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",atmosphere,neutral,4,14
2014_1989,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",prices,positive,75,81
2014_1990,The pickles were great addition.,pickles,positive,4,11
2014_1991,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",General Tao chicken,negative,33,52
2014_1991,"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",Chinese food,neutral,17,29
2014_1992,You must try the shrimp appetizers.,shrimp appetizers,positive,17,34
2014_1993,"Not only is the cuisine the best around, the service has always been attentive and charming.",cuisine,positive,16,23
2014_1993,"Not only is the cuisine the best around, the service has always been attentive and charming.",service,positive,45,52
2014_1995,"The production is a symphony, alot of fun to experience.The food sublime for the most part.",food,positive,60,64
2014_1996,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",Waiters,negative,0,7
2014_1996,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",food portions,negative,42,55
2014_1996,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",drinks,neutral,23,29
2014_1996,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",entree,negative,105,111
2014_1997,"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",food,conflict,72,76
2014_1999,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,cold appetizer dishes,positive,4,25
2014_2001,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",bar,neutral,56,59
2014_2002,"Interesting selection, good wines, service fine, fun decor.",wines,positive,28,33
2014_2002,"Interesting selection, good wines, service fine, fun decor.",service,positive,35,42
2014_2002,"Interesting selection, good wines, service fine, fun decor.",decor,positive,53,58
2014_2004,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,reservation,positive,18,29
2014_2004,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,drink,neutral,72,77
2014_2004,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,bar,neutral,85,88
2014_2005,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,positive,17,42
2014_2005,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,positive,50,83
2014_2007,The food at this place is 'gourmet' Indian cuisine.,food,neutral,4,8
2014_2007,The food at this place is 'gourmet' Indian cuisine.,'gourmet' Indian cuisine,neutral,26,50
2014_2010,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,bar,negative,76,79
2014_2010,But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,pub,negative,85,88
2014_2012,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",corned beef sandwich,positive,50,70
2014_2013,"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",pizza,positive,82,87
2014_2014,Priced at upper intermediate range.,Priced,negative,0,6
2014_2015,"The fish was adequate, but inexpertly sliced.",fish,conflict,4,8
2014_2017,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",food,negative,49,53
2014_2017,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",amount,negative,117,123
2014_2018,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,olive cream cheese,positive,8,26
2014_2018,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,lox spread,positive,34,44
2014_2018,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,bagel,neutral,73,78
2014_2022,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",service,positive,24,31
2014_2022,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",server,positive,123,129
2014_2022,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",table,neutral,134,139
2014_2023,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,music,negative,163,168
2014_2024,The rice to fish ration was also good--they didn't try to overpack the rice.,rice to fish ration,positive,4,23
2014_2024,The rice to fish ration was also good--they didn't try to overpack the rice.,rice,positive,71,75
2014_2025,They used shredded cheese on top!,shredded cheese,neutral,10,25
2014_2027,The food is great and they have a good selecion of wines at reasonable prices.,food,positive,4,8
2014_2027,The food is great and they have a good selecion of wines at reasonable prices.,selecion of wines,positive,39,56
2014_2027,The food is great and they have a good selecion of wines at reasonable prices.,prices,positive,71,77
2014_2031,"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",wait staff,positive,26,36
2014_2032,I couldn't reccommend their Godmother pizza any higher.,Godmother pizza,positive,28,43
2014_2033,"I am not a vegetarian but, almost all the dishes were great.",dishes,positive,42,48
2014_2034,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,thai cuisine,positive,77,89
2014_2036,"For the location, the prices are very reasonable.",prices,positive,22,28
2014_2036,"For the location, the prices are very reasonable.",location,neutral,8,16
2014_2037,The food is okay and the prices here are mediocre.,food,neutral,4,8
2014_2037,The food is okay and the prices here are mediocre.,prices,neutral,25,31
2014_2038,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,food,negative,12,16
2014_2039,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,crab cocktail,negative,14,27
2014_2039,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime juice concoction,neutral,51,72
2014_2039,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,lime,neutral,107,111
2014_2040,I would like to return and try some of the other menu items when I don't have to rush off to a show.,menu items,positive,49,59
2014_2041,"We have been to this place many times, and always have great food, wine, and service.",food,positive,61,65
2014_2041,"We have been to this place many times, and always have great food, wine, and service.",wine,positive,67,71
