sentence_id,sentence,aspect,from,to,polarity
2016_1407,"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",The Four Seasons,21,37,negative
2016_1408,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",food,4,8,positive
2016_1408,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",service,34,41,positive
2016_1408,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",The Four Seasons,59,75,negative
2016_1409,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,dinner,15,21,negative
2016_1410,"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",Red Dragon Roll,0,15,positive
2016_1411,Just go to Yamato and order the Red Dragon Roll.,Yamato,11,17,positive
2016_1411,Just go to Yamato and order the Red Dragon Roll.,Red Dragon Roll,32,47,positive
2016_1412,"If you don't like it, I don't know what to tell you.",[ASPECT],0,0,positive
2016_1413,The Seafood Dynamite is also otherworldly.,Seafood Dynamite,4,20,positive
2016_1414,I'm not even going to bother to describe it; it speaks for itself.,[ASPECT],0,0,positive
2016_1415,Favorite Sushi in NYC,Sushi,9,14,positive
2016_1417,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",spot,17,21,positive
2016_1417,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",sushi,41,46,positive
2016_1417,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",service,73,80,positive
2016_1418,"In the summer months, the back garden area is really nice.",back garden area,26,42,positive
2016_1419,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,rolls,4,9,positive
2016_1419,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,japanese food,110,123,positive
2016_1419,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,japanese food,110,123,positive
2016_1420,"The Dancing, White River and Millenium rolls are musts.","Dancing, White River and Millenium rolls",4,44,positive
2016_1421,SO GOOD,[ASPECT],0,0,positive
2016_1422,I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...),PLACE,58,63,positive
2016_1423,Gross food – Wow-,food,6,10,negative
2016_1424,I can't remember the last time I had such gross food in New York.,food,48,52,negative
2016_1425,My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,quesadilla,3,13,negative
2016_1425,My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,quesadilla,3,13,negative
2016_1426,And $11 for a plate of bland guacamole?,guacamole,29,38,negative
2016_1426,And $11 for a plate of bland guacamole?,guacamole,29,38,negative
2016_1428,"Don't get me started on the margaritas, either.",margaritas,28,38,negative
2016_1429,Mine tasted like the bartender had forgotten to add the tequila.,[ASPECT],0,0,negative
2016_1431,Save your money and your time and go somewhere else.,[ASPECT],0,0,negative
2016_1432,"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",place,67,72,negative
2016_1433,Great Indian Food!,Indian Food,6,17,positive
2016_1435,When I got there the place was packed but they made sure to seat me quickly.,[ASPECT],0,0,positive
2016_1436,"The food was good, the place was clean and affordable.",food,4,8,positive
2016_1436,"The food was good, the place was clean and affordable.",place,23,28,positive
2016_1436,"The food was good, the place was clean and affordable.",place,23,28,positive
2016_1437,I noticed alot of indian people eatting there which is a great sign for an indian place!,indian place,75,87,positive
2016_1438,"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",[ASPECT],0,0,positive
2016_1438,"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",[ASPECT],0,0,positive
2016_1438,"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",food,51,55,positive
2016_1438,"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",[ASPECT],0,0,positive
2016_1439,The staff is very good.,staff,4,9,positive
2016_1440,Love their drink menu.,drink menu,11,21,positive
2016_1441,I highly recommend this beautiful place.,place,34,39,positive
2016_1441,I highly recommend this beautiful place.,place,34,39,positive
2016_1442,Nice for one time special occasion.,[ASPECT],0,0,positive
2016_1444,They honored reservation on Sunday afternoon very well.,[ASPECT],0,0,positive
2016_1446,We were offered water for the table but were not told the Voss bottles of water were $8 a piece.,Voss bottles of water,58,79,negative
2016_1447,Food was OK.,Food,0,4,neutral
2016_1448,Nice view of river and NYC.,view of river and NYC,5,26,positive
2016_1449,I come here enjoy very much with husband.,[ASPECT],0,0,positive
2016_1450,Remind me of home.,[ASPECT],0,0,positive
2016_1451,Great survice,survice,6,13,positive
2016_1452,MMMMMMMMMmmmmmm so delicious,[ASPECT],0,0,positive
2016_1453,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,Egyptian restaurant,30,49,positive
2016_1454,Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.,baba ganoush,56,68,positive
2016_1454,Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.,belly dancers,19,32,positive
2016_1455,"Oh, and there's hookah.",hookah,16,22,positive
2016_1456,Raymond the bartender rocks!,Raymond,0,7,positive
2016_1457,Pacifico is a great place to casually hang out.,Pacifico,0,8,positive
2016_1458,"The drinks are great, especially when made by Raymond.",drinks,4,10,positive
2016_1458,"The drinks are great, especially when made by Raymond.",Raymond,46,53,positive
2016_1459,The omlette for brunch is great...,omlette for brunch,4,22,positive
2016_1460,"the spinach is fresh, definately not frozen...",spinach,4,11,positive
2016_1461,"quacamole at pacifico is yummy, as are the wings with chimmichuri.",quacamole,0,9,positive
2016_1461,"quacamole at pacifico is yummy, as are the wings with chimmichuri.",wings with chimmichuri,43,65,positive
2016_1462,A weakness is the chicken in the salads.,chicken in the salads,18,39,negative
2016_1463,"It's just average, just shredded, no seasoning on it.",[ASPECT],0,0,negative
2016_1464,"Also, I personally wasn't a fan of the portobello and asparagus mole.",portobello and asparagus mole,39,68,negative
2016_1465,"Overall, decent food at a good price, with friendly people.",food,16,20,neutral
2016_1465,"Overall, decent food at a good price, with friendly people.",food,16,20,positive
2016_1465,"Overall, decent food at a good price, with friendly people.",people,52,58,positive
2016_1466,Best Indian Restaurant in the City,Indian Restaurant,5,22,positive
2016_1467,Decor needs to be upgraded but the food is amazing!,Decor,0,5,negative
2016_1467,Decor needs to be upgraded but the food is amazing!,food,35,39,positive
2016_1468,This small Astoria souvlaki spot makes what many consider the best gyros in New York.,gyros,67,72,positive
2016_1470,"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",food,34,38,positive
2016_1470,"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",gyro meat,125,134,positive
2016_1470,"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",sausages,139,147,positive
2016_1470,"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",ingredients,182,193,positive
2016_1471,"All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.",Greek and Cypriot dishes,16,40,positive
2016_1471,"All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.",gyro,64,68,positive
2016_1472,Best restaurant in Brooklyn,restaurant,5,15,positive
2016_1473,The best!,[ASPECT],0,0,positive
2016_1474,"Great food, amazing service, this place is a class act.",food,6,10,positive
2016_1474,"Great food, amazing service, this place is a class act.",service,20,27,positive
2016_1474,"Great food, amazing service, this place is a class act.",place,34,39,positive
2016_1475,The veal was incredible last night.,veal,4,8,positive
2016_1476,"Fresh, mind blowing flavors.",[ASPECT],0,0,positive
2016_1477,This place is a must visit!,place,5,10,positive
2016_1480,"Delicious, creative and fun.",[ASPECT],0,0,positive
2016_1480,"Delicious, creative and fun.",[ASPECT],0,0,positive
2016_1481,Got a date? Go here!,[ASPECT],0,0,positive
2016_1482,Every time I have a special occasion with my boyfriend I have a hard time going anywhere else.,[ASPECT],0,0,positive
2016_1483,It is so romantic.,[ASPECT],0,0,positive
2016_1484,"Its dark, and cozy.. there is always jazz music playing when we go.",[ASPECT],0,0,positive
2016_1485,Most of the booths allow you to sit next to eachother without looking like 'that' couple.,booths,12,18,positive
2016_1486,The food is all shared so we get to order together and eat together.,food,4,8,positive
2016_1487,I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).,dishes,24,30,positive
2016_1487,I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).,dish,112,116,negative
2016_1488,Once you try it for a special occasion beware.. you can't stop!,[ASPECT],0,0,positive
2016_1489,"You'll be ther for every anniversary, birthday, valentines day...",[ASPECT],0,0,positive
2016_1490,For a Fabulous Wedding!,[ASPECT],0,0,positive
2016_1491,My daughter's wedding reception at Water's Edge received the highest compliments from our guests.,Water's Edge,35,47,positive
2016_1492,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,atmosphere,25,35,positive
2016_1492,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,rooms,45,50,positive
2016_1492,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,views,79,84,positive
2016_1492,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,food,103,107,positive
2016_1493,Service was wonderful;,Service,0,7,positive
2016_1494,everyone was cheerfully cooperative and helpful.,[ASPECT],0,0,positive
2016_1495,"Paul, the maitre d', was totally professional and always on top of things.",Paul,0,4,positive
2016_1496,Thank you everyone at Water's Edge.,Water's Edge,22,34,positive
2016_1498,would NOT go back.,[ASPECT],0,0,negative
2016_1499,"Service ok but unfriendly,filthy bathroom.",Service,0,7,negative
2016_1499,"Service ok but unfriendly,filthy bathroom.",bathroom,33,41,negative
2016_1500,The high prices you're going to pay is for the view not for the food.,view,47,51,neutral
2016_1500,The high prices you're going to pay is for the view not for the food.,food,64,68,negative
2016_1500,The high prices you're going to pay is for the view not for the food.,[ASPECT],0,0,negative
2016_1501,"The bar drinks were Eh, ok to say the least.",bar drinks,4,14,negative
2016_1502,The stuff tilapia was horrid...tasted like cardboard.,stuff tilapia,4,17,negative
2016_1503,"We thought the dessert would be better, Wrong!",dessert,15,22,negative
2016_1504,$170 down the toilet...,[ASPECT],0,0,negative
2016_1504,$170 down the toilet...,[ASPECT],0,0,negative
2016_1505,"oh speaking of bathroom , the mens bathroom was disgusting.",mens bathroom,30,43,negative
2016_1506,"The floor was wet, the trash can filled with hand towels n all over the floor, no soap, and no hand towels left.",[ASPECT],0,0,negative
2016_1508,Good Experience,[ASPECT],0,0,positive
2016_1510,The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,wine list,4,13,positive
2016_1510,The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,staff,41,46,negative
2016_1511,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",bread,4,9,negative
2016_1511,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",appetizer of olives,73,92,negative
2016_1512,"However, our main course was wonderful.",main course,13,24,positive
2016_1513,I had fish and my husband had the filet - both of which exceeded our expectations.,fish,6,10,positive
2016_1513,I had fish and my husband had the filet - both of which exceeded our expectations.,filet,34,39,positive
2016_1514,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",pear torte,22,32,positive
2016_1514,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",staff,66,71,negative
2016_1515,When we inquired about ports - the waitress listed off several but did not know taste variations or cost.,waitress,35,43,negative
2016_1516,Not what I would expect for the price and prestige of this location.,[ASPECT],0,0,negative
2016_1516,Not what I would expect for the price and prestige of this location.,location,59,67,neutral
2016_1516,Not what I would expect for the price and prestige of this location.,location,59,67,neutral
2016_1517,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",restaurant,51,61,positive
2016_1517,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",restaurant,51,61,positive
2016_1517,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",staff,79,84,negative
2016_1518,"short and sweet – seating is great:it's romantic,cozy and private.",seating,18,25,positive
2016_1519,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,boths,4,9,positive
2016_1520,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,service,4,11,positive
2016_1520,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,service button,59,73,positive
2016_1520,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,waiter,129,135,negative
2016_1521,The food was ok and fair nothing to go crazy.,food,4,8,neutral
2016_1523,Over all the looks of the place exceeds the actual meals.,looks,13,18,positive
2016_1523,Over all the looks of the place exceeds the actual meals.,meals,51,56,negative
2016_1524,So what you really end up paying for is the restaurant not the food.,restaurant,44,54,negative
2016_1524,So what you really end up paying for is the restaurant not the food.,restaurant,44,54,neutral
2016_1524,So what you really end up paying for is the restaurant not the food.,food,63,67,negative
2016_1525,Will prob. not return but it is a great dinning experience to try atleast once.,[ASPECT],0,0,negative
2016_1525,Will prob. not return but it is a great dinning experience to try atleast once.,[ASPECT],0,0,positive
2016_1526,Impressed...,[ASPECT],0,0,positive
2016_1527,Subtle food and service,food,7,11,positive
2016_1527,Subtle food and service,service,16,23,positive
2016_1528,Noodle pudding is exactly the type of service and food I enjoy.,service,38,45,positive
2016_1528,Noodle pudding is exactly the type of service and food I enjoy.,food,50,54,positive
2016_1529,"Servers are all different, Greg is my favorite.",Greg,27,31,positive
2016_1530,"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",server,83,89,positive
2016_1531,This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,runner,41,47,positive
2016_1532,Prices are fair across the board for both food and bev.,food,42,46,positive
2016_1532,Prices are fair across the board for both food and bev.,bev,51,54,positive
2016_1533,"I go out to eat and like my courses, servers are patient and never rush courses or force another drink.",servers,37,44,positive
2016_1535,amazing fresh dogs but best of all endless toppings!!!,dogs,14,18,positive
2016_1535,amazing fresh dogs but best of all endless toppings!!!,toppings,43,51,positive
2016_1536,this place had ALL the trimmings and i mean all.,trimmings,23,32,positive
2016_1537,"peppers, onions, relish, chilli, cheeses, you NAME it.",[ASPECT],0,0,positive
2016_1538,amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,place,85,90,positive
2016_1538,amazing fun for hot dog lovers of all ages PLEASE do yourself a favor and check this place out!!!!,hot dog,16,23,positive
2016_1539,BEST DINING EXPERIENCE IN THE WEST VILLAGE!,[ASPECT],0,0,positive
2016_1540,Stepping into Casa La Femme last night was a true experience unlike any other in New York!,Casa La Femme,14,27,positive
2016_1541,Highly impressed from the decor to the food to the hospitality to the great night I had!,decor,26,31,positive
2016_1541,Highly impressed from the decor to the food to the hospitality to the great night I had!,food,39,43,positive
2016_1541,Highly impressed from the decor to the food to the hospitality to the great night I had!,[ASPECT],0,0,positive
2016_1541,Highly impressed from the decor to the food to the hospitality to the great night I had!,[ASPECT],0,0,positive
2016_1542,The have a great cocktail with Citrus Vodka and lemon and lime juice and mint leaves that is to die for!,cocktail with Citrus Vodka and lemon and lime juice and mint leaves,17,84,positive
2016_1543,"Food took some time to prepare, all worth waiting for.",Food,0,4,positive
2016_1543,"Food took some time to prepare, all worth waiting for.",[ASPECT],0,0,neutral
2016_1544,We were drawn into the belly dancing show that captivated the crowd.,belly dancing show,23,41,positive
2016_1545,I never write on these sites but this restaurant is def worth commending!,restaurant,38,48,positive
2016_1546,Great find in the West Village!,[ASPECT],0,0,positive
2016_1547,Maggot in the food!,food,14,18,negative
2016_1549,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",menu,4,8,positive
2016_1549,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",waiter,31,37,positive
2016_1549,"The menu looked great, and the waiter was very nice, but when the food came, it was average.",food,66,70,neutral
2016_1550,"Nevertheless, I finished my plate, and that's when I found a maggot in mushroom sauce at the bottom.",mushroom sauce,71,85,negative
2016_1551,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager,19,26,positive
2016_1551,"I showed it to the manager, and he smilingly apologized and brought us two free desserts (but did not ask us what we wanted and so brought the last two desserts we would have asked for).",manager,19,26,negative
2016_1552,"When the bill came, nothing was comped, so I told the manager very politely that we were willing to pay for the wine, but I didn't think I should have to pay for food with a maggot in it.",[ASPECT],0,0,negative
2016_1554,"The manager finally said he would comp the two glasses of wine (which cost less than the food), and made it seem like a big concession.",manager,4,11,negative
2016_1555,We paid and left because we didn't feel like arguing any more.,[ASPECT],0,0,negative
2016_1556,"I have worked in restaurants and cook a lot, and there is no way a maggot should be able to get into well prepared food.",food,115,119,negative
2016_1557,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",restaurant,6,16,positive
2016_1557,"For a restaurant with such a good reputation and that is usually so packed, there was no reason for such a lack of intelligent customer service.",customer service,127,143,negative
2016_1559,Unhygienic,[ASPECT],0,0,negative
2016_1560,I do not recommend.,[ASPECT],0,0,negative
2016_1562,I got hair in my food 2 times of then !,food,17,21,negative
2016_1563,"Great place, great value.",place,6,11,positive
2016_1563,"Great place, great value.",place,6,11,positive
2016_1564,"The food is flavorful, plentiful and reasonably priced.",food,4,8,positive
2016_1564,"The food is flavorful, plentiful and reasonably priced.",food,4,8,positive
2016_1564,"The food is flavorful, plentiful and reasonably priced.",food,4,8,positive
2016_1565,The atmosphere is relaxed and casual.,atmosphere,4,14,positive
2016_1566,It's a great place to order from or sit-in.,place,13,18,positive
2016_1567,Awesome,[ASPECT],0,0,positive
2016_1568,"Inexpensive, unassuming, great time!",[ASPECT],0,0,positive
2016_1568,"Inexpensive, unassuming, great time!",[ASPECT],0,0,positive
2016_1569,Sushi experience was unbelievable with my fiance.,Sushi,0,5,positive
2016_1570,Try it!,[ASPECT],0,0,positive
2016_1571,Very pleased,[ASPECT],0,0,positive
2016_1572,Good creative rolls!,rolls,14,19,positive
2016_1572,Good creative rolls!,rolls,14,19,positive
2016_1573,"Yamato is an excellent place to go if youre not into sashimi, or if you have friends who doesnt like sushi much.",Yamato,0,6,positive
2016_1574,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",rolls,16,21,positive
2016_1574,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",triple color and norwegetan rolls,27,60,positive
2016_1574,"They have great rolls, the triple color and norwegetan rolls, are awesome and filling.",triple color and norwegetan rolls,27,60,positive
2016_1575,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",dessert,82,89,positive
2016_1575,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",special roll,4,16,positive
2016_1575,"One special roll and one regular roll is enough to fill you up, but save room for dessert!",regular roll,25,37,positive
2016_1576,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",banana chocolate dessert,22,46,positive
2016_1576,"They have a delicious banana chocolate dessert, as well as a great green tea tempura.",green tea tempura,67,84,positive
2016_1577,The appetizers are also delicious!,appetizers,4,14,positive
2016_1578,Amazing food.,food,8,12,positive
2016_1579,Mazing interior.,interior,7,15,negative
2016_1580,Great food!,food,6,10,positive
2016_1581,I've had my fair share of modern Japanese and this spot delivers.,modern Japanese,26,41,positive
2016_1582,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",atmosphere,4,14,negative
2016_1582,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",scheme of mirrors,97,114,negative
2016_1583,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",[ASPECT],0,0,negative
2016_1584,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,modern Japanese food,63,83,positive
2016_1584,Despite the confusing mirrors this will likely be my go-to for modern Japanese food for the foreseeable future.,mirrors,22,29,negative
2016_1586,"Indo Chinese food, pretty good...",Indo Chinese food,0,17,positive
2016_1587,Not a very fancy place but very good Chinese style Indian food.,place,17,22,neutral
2016_1587,Not a very fancy place but very good Chinese style Indian food.,Chinese style Indian food,37,62,positive
2016_1588,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",chicken lollipop,4,20,positive
2016_1588,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",dishes,49,55,negative
2016_1588,"The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.",Chilli Chicken,145,159,negative
2016_1589,"My mom originally introduced me to this place, but even she (being Indian) feels the food can be somewhat over the top spicy and far too oily.",food,85,89,negative
2016_1590,Still we keep going back :),[ASPECT],0,0,positive
2016_1591,I was speechless by the horrible food.,food,33,37,negative
2016_1592,"I attended a holiday dinner at the restaurant, and the food was majorly disappointing.",food,55,59,negative
2016_1594,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",chef,43,47,negative
2016_1594,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",vegetarian dish,22,37,negative
2016_1594,"Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).",vegetarian dish,22,37,negative
2016_1595,"I was so stunned, and I left the dinner hungry and majorly disappointing.",[ASPECT],0,0,negative
2016_1596,This place survives on reputation alone.,place,5,10,negative
2016_1597,I will NEVER return.,[ASPECT],0,0,negative
2016_1598,Best In ALL of NYC,[ASPECT],0,0,positive
2016_1599,"This is the MOST wonderful restaurant in all of New York City, not just Brooklyn...",restaurant,27,37,positive
2016_1600,"for 7 years they have put out the most tasty, most delicious food and kept it that way...",food,61,65,positive
2016_1601,"never swaying, never a bad meal, never bad service...",[ASPECT],0,0,positive
2016_1601,"never swaying, never a bad meal, never bad service...",meal,27,31,positive
2016_1601,"never swaying, never a bad meal, never bad service...",service,43,50,positive
2016_1603,you should travel from the Bronx to try it...,[ASPECT],0,0,positive
2016_1604,"great food, great wine list, great service in a great neighborhood...",food,6,10,positive
2016_1604,"great food, great wine list, great service in a great neighborhood...",wine list,18,27,positive
2016_1604,"great food, great wine list, great service in a great neighborhood...",service,35,42,positive
2016_1604,"great food, great wine list, great service in a great neighborhood...",neighborhood,54,66,positive
2016_1605,so delicious!!!!!!,[ASPECT],0,0,positive
2016_1606,Patsy's Pizza = true love,Patsy's Pizza,0,13,positive
2016_1607,Hands down the best pizza on the planet.,pizza,20,25,positive
2016_1609,"In about 12 minutes, the thing is gone.",[ASPECT],0,0,positive
2016_1611,great hot dogs..,hot dogs,6,14,positive
2016_1612,the hot dogs were juicy and tender inside and had plenty of crunch and snap on the outside.,hot dogs,4,12,positive
2016_1613,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,toppings,6,14,positive
2016_1613,great toppings definitely a place you need to check out for late night munchies or a mid day boost!,place,28,33,positive
2016_1614,great taste,[ASPECT],0,0,positive
2016_1615,"Great, original taste.",[ASPECT],0,0,positive
2016_1616,"For me dishes a little oily, but overall dining experience good.",dishes,7,13,negative
2016_1616,"For me dishes a little oily, but overall dining experience good.",[ASPECT],0,0,positive
2016_1617,Helpful service and average price per dish $10.,service,8,15,positive
2016_1617,Helpful service and average price per dish $10.,dish,38,42,positive
2016_1618,The only thing that strikes you is the decor?(not very pleasant).,decor,39,44,negative
2016_1619,great food,food,6,10,positive
2016_1620,This place has great indian chinese food.,indian chinese food,21,40,positive
2016_1621,The flavors are amazing and the value is phenomenal.,[ASPECT],0,0,positive
2016_1621,The flavors are amazing and the value is phenomenal.,[ASPECT],0,0,positive
2016_1622,"Be prepared to wait, because the place is pretty tiny.",place,33,38,negative
2016_1623,"Also, they do not take credit card so come with cash!",[ASPECT],0,0,neutral
2016_1624,"Even though the place is not beautiful, the food speaks for itself.",place,16,21,negative
2016_1624,"Even though the place is not beautiful, the food speaks for itself.",food,44,48,positive
2016_1625,"Best Indian Chinese in the city, by far!",Indian Chinese,5,19,positive
2016_1626,AMAZING MY FAVORITE!!!,[ASPECT],0,0,positive
2016_1628,"I came across Village Underground by accident, now I go there all the time.",Village Underground,14,33,positive
2016_1629,The martinis are amazing and very fairly priced.,martinis,4,12,positive
2016_1629,The martinis are amazing and very fairly priced.,martinis,4,12,positive
2016_1630,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",SERVICE,4,11,positive
2016_1630,"THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.",waiters,43,50,positive
2016_1631,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",DJ,4,6,positive
2016_1631,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",[ASPECT],0,0,positive
2016_1632,You can get a table without a reservation if you get there early I they don't make you by bottles.,[ASPECT],0,0,positive
2016_1633,Which lets face it....at times it's a good thing.,[ASPECT],0,0,positive
2016_1634,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,[ASPECT],0,0,positive
2016_1634,In the end you end up with a fair tab and NOTHING BUT A GREAT TIME!!!,[ASPECT],0,0,positive
2016_1635,Highly recommended!,[ASPECT],0,0,positive
2016_1636,"One of the best, if not THE best, restaurants in Park Slope (and NY in general)",[ASPECT],0,0,positive
2016_1637,Everything on the menu is great.,menu,18,22,positive
2016_1638,This establishment is the real deal.,establishment,5,18,positive
2016_1639,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",[ASPECT],0,0,positive
2016_1639,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",food,59,63,positive
2016_1639,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",[ASPECT],0,0,positive
2016_1642,But $500 for a dinner for two that didn't include Wine?,dinner for two,15,29,negative
2016_1644,"Look, the appetizers were really good.",appetizers,10,20,positive
2016_1645,The entree was also very good.,entree,4,10,positive
2016_1646,"Can't argue about that, but they are clearly over priced.",[ASPECT],0,0,negative
2016_1647,What you are paying for is the environment and the name.,environment,31,42,neutral
2016_1647,What you are paying for is the environment and the name.,[ASPECT],0,0,neutral
2016_1647,What you are paying for is the environment and the name.,[ASPECT],0,0,negative
2016_1648,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place,9,14,positive
2016_1648,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",place,9,14,negative
2016_1652,Which of course is not real Kobe but Wagyu beef.,[ASPECT],0,0,negative
2016_1653,Surprised that a place of this caliber would advertise it as Kobe.,[ASPECT],0,0,negative
2016_1656,Vanison was good but not amazing.,Vanison,0,7,neutral
2016_1657,Bison was quite excellent however.,Bison,0,5,positive
2016_1658,Dessert: pure disaster.,Dessert,0,7,negative
2016_1659,Just not good at all.,[ASPECT],0,0,negative
2016_1660,Some Pineapple covered in a glaze of some kind and some pear tart thing Not impressive at all.,[ASPECT],0,0,negative
