sentence_id,sentence,aspect,from,to,polarity
2015_1067,All the staff is absolutely professional!!,staff,8,13,positive
2015_1068,"(that is A MUST, but not every restaurant can do...)",[ASPECT],0,0,positive
2015_1069,"There's nice and quiet, small but enough for 6 (or more).",[ASPECT],0,0,positive
2015_1070,This restaurant was way overhyped.,restaurant,5,15,negative
2015_1071,My chow fun and chow see was really bland and oily.,chow fun and chow see,3,24,negative
2015_1072,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,[ASPECT],0,0,negative
2015_1073,The scallion pancakes and fried dumplings were nothing out of the ordinary.,scallion pancakes,4,21,neutral
2015_1073,The scallion pancakes and fried dumplings were nothing out of the ordinary.,fried dumplings,26,41,neutral
2015_1074,The service was the only thing good about this restaurant.,service,4,11,positive
2015_1074,The service was the only thing good about this restaurant.,restaurant,47,57,negative
2015_1075,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",[ASPECT],0,0,negative
2015_1075,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",sushi,35,40,negative
2015_1075,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",tuna,73,77,negative
2015_1075,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",rolls,102,107,negative
2015_1076,I definitely wouldn't go back.,[ASPECT],0,0,negative
2015_1077,Their pad penang is delicious and everything else is fantastic.,pad penang,6,16,positive
2015_1077,Their pad penang is delicious and everything else is fantastic.,[ASPECT],0,0,positive
2015_1078,The price is reasonable although the service is poor.,[ASPECT],0,0,positive
2015_1078,The price is reasonable although the service is poor.,service,37,44,negative
2015_1079,fresh restaurant was amazing........ food was delicious and of course fresh.,fresh restaurant,0,16,positive
2015_1079,fresh restaurant was amazing........ food was delicious and of course fresh.,food,37,41,positive
2015_1080,"great for a romantic evening, or a fun evening with friends...",[ASPECT],0,0,positive
2015_1080,"great for a romantic evening, or a fun evening with friends...",[ASPECT],0,0,positive
2015_1081,I will be going back very soon.,[ASPECT],0,0,positive
2015_1082,keep up the good work.,[ASPECT],0,0,positive
2015_1083,Hats off to the chef.,chef,16,20,positive
2015_1084,It was wonderful.,[ASPECT],0,0,positive
2015_1085,"the salads are delicious, both refreshing and very spicy.",salads,4,10,positive
2015_1086,We had Pam's special fried fish and it was amazing.,Pam's special fried fish,7,31,positive
2015_1087,too large for just two people but nothing was left.,[ASPECT],0,0,negative
2015_1087,too large for just two people but nothing was left.,[ASPECT],0,0,positive
2015_1088,"Great vibe, lots of people.",vibe,6,10,positive
2015_1089,"My husbands was perfect, my was well done and dry.",[ASPECT],0,0,positive
2015_1089,"My husbands was perfect, my was well done and dry.",[ASPECT],0,0,negative
2015_1090,"I didn't complain, I liked the atmosphere so much.",atmosphere,31,41,positive
2015_1091,On a hot day it was fabulous to stop in and enjoy lunch.,[ASPECT],0,0,positive
2015_1092,"Ambience is so cute and quaint, good for business although we were there on vacation.",Ambience,0,8,positive
2015_1092,"Ambience is so cute and quaint, good for business although we were there on vacation.",[ASPECT],0,0,positive
2015_1093,Salads were fantastic.,Salads,0,6,positive
2015_1094,Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,66,72,positive
2015_1095,Ingredients are organic which is a real plus for me.,Ingredients,0,11,positive
2015_1096,We will be back.,[ASPECT],0,0,positive
2015_1097,"This is some really good, inexpensive sushi.",sushi,38,43,positive
2015_1097,"This is some really good, inexpensive sushi.",sushi,38,43,positive
2015_1098,The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll,4,19,positive
2015_1098,The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll,4,19,positive
2015_1098,The spicy Tuna roll is huge and probably the best that I've had at this price range.,spicy Tuna roll,4,19,positive
2015_1099,The Yellowtail was particularly good as well.,Yellowtail,4,14,positive
2015_1100,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",all you can eat deal,30,50,negative
2015_1100,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",all you can eat deal,30,50,negative
2015_1101,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",place,24,29,positive
2015_1102,Big Wong gets big Ups for a fine establishment.,Big Wong,0,8,positive
2015_1103,"They have it all -- great price, food, and service.",[ASPECT],0,0,positive
2015_1103,"They have it all -- great price, food, and service.",[ASPECT],0,0,positive
2015_1103,"They have it all -- great price, food, and service.",food,33,37,positive
2015_1103,"They have it all -- great price, food, and service.",service,43,50,positive
2015_1104,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,4,14,negative
2015_1104,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,waiters,32,39,positive
2015_1105,The food is prepared quickly and efficiently.,[ASPECT],0,0,positive
2015_1106,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",[ASPECT],0,0,positive
2015_1106,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,45,51,positive
2015_1106,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",noodles,53,60,positive
2015_1106,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",rice dishes,66,77,positive
2015_1107,The takeout is great too since they give high quality tupperware as well.,takeout,4,11,positive
2015_1108,This place is always very crowded and popular.,place,5,10,positive
2015_1109,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,Caesar Salad,20,32,positive
2015_1109,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,arugula and goat cheese,51,74,positive
2015_1110,We both opted for a pasta dish and they were served timely and fresh.,[ASPECT],0,0,positive
2015_1110,We both opted for a pasta dish and they were served timely and fresh.,pasta dish,20,30,positive
2015_1111,"We concluded with tiramisu chocolate cake, both were delicious.",tiramisu chocolate cake,18,41,positive
2015_1112,We'd go back again,[ASPECT],0,0,positive
2015_1113,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,restaurant,24,34,positive
2015_1114,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,4,9,positive
2015_1114,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,32,36,positive
2015_1114,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,70,75,positive
2015_1115,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Manager,29,36,positive
2015_1116,"Yes, the prices are high, but I felt it was worth it.",[ASPECT],0,0,negative
2015_1116,"Yes, the prices are high, but I felt it was worth it.",[ASPECT],0,0,positive
2015_1117,We all felt it was worth it.,[ASPECT],0,0,positive
2015_1118,sometimes i get good food and ok service.,food,21,25,positive
2015_1118,sometimes i get good food and ok service.,service,33,40,neutral
2015_1119,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,20,24,negative
2015_1119,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,33,40,negative
2015_1119,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,33,40,negative
2015_1119,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,58,62,positive
2015_1120,it is not consistent.,[ASPECT],0,0,negative
2015_1121,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,dishes,42,48,positive
2015_1121,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,wine,53,57,positive
2015_1121,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,[ASPECT],0,0,positive
2015_1121,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,atmosphere,91,101,positive
2015_1122,And where does Patis go wrong; no where.,Patis,15,20,positive
2015_1123,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",[ASPECT],0,0,positive
2015_1123,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",[ASPECT],0,0,positive
2015_1124,And evaluated on those terms Pastis is simply wonderful.,Pastis,29,35,positive
2015_1125,Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,64,69,positive
2015_1125,Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,48,53,positive
2015_1126,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,raddichio,76,85,negative
2015_1126,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,[ASPECT],0,0,positive
2015_1127,My friend got the mushroom pizza which tasted better.,mushroom pizza,18,32,positive
2015_1128,The sangria was pretty tasty and good on a hot muggy day.,sangria,4,11,positive
2015_1129,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,place,16,21,neutral
2015_1130,Overall I would recommend it and go back again.,[ASPECT],0,0,positive
2015_1131,I started out with a Bombay beer which was big enough for two.,Bombay beer,21,32,positive
2015_1132,MMmmm... it was delicious.,[ASPECT],0,0,positive
2015_1133,"Service was slow, but the people were friendly.",Service,0,7,negative
2015_1133,"Service was slow, but the people were friendly.",people,26,32,positive
2015_1134,It's a nice place to relax and have conversation.,place,12,17,positive
2015_1135,I can't wait to go back.,[ASPECT],0,0,positive
2015_1136,The food is authentic Italian - delicious!,food,4,8,positive
2015_1137,"Pizza is terrific, as is homemade pasta.",Pizza,0,5,positive
2015_1137,"Pizza is terrific, as is homemade pasta.",homemade pasta,25,39,positive
2015_1138,"Ambience is delightful, service impeccable.",Ambience,0,8,positive
2015_1138,"Ambience is delightful, service impeccable.",service,24,31,positive
2015_1139,I'm still mad that i had to pay for lousy food.,food,42,46,negative
2015_1140,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,hanger steak,4,16,negative
2015_1140,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,tuna,41,45,negative
2015_1141,Service was also horrible and the ambience is not that great.,Service,0,7,negative
2015_1141,Service was also horrible and the ambience is not that great.,ambience,34,42,negative
2015_1142,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,[ASPECT],0,0,negative
2015_1143,I go and eat out at many different restaurants and this is one place you have go and try.,place,63,68,positive
2015_1144,This is my first time writing a review for a restaurant because the food and service was excellent.,food,68,72,positive
2015_1144,This is my first time writing a review for a restaurant because the food and service was excellent.,service,77,84,positive
2015_1145,The filet mignon dish was superb!,filet mignon dish,4,21,positive
2015_1146,I would defiantly come back here again as one of my top choices.,[ASPECT],0,0,positive
2015_1147,It's a small cute restaurant.,restaurant,18,28,positive
2015_1148,I absolutely love this place!!!,place,23,28,positive
2015_1149,"I like the ambience, it's very dark and original.",ambience,11,19,positive
2015_1150,The sushi is amazing!!!,sushi,4,9,positive
2015_1151,And amazingly cheap.,[ASPECT],0,0,positive
2015_1152,Big thumbs up!,[ASPECT],0,0,positive
2015_1153,Very affordable and excellent ambient!,ambient,30,37,positive
2015_1153,Very affordable and excellent ambient!,[ASPECT],0,0,positive
2015_1154,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,beef and noodle soup dishes,16,43,negative
2015_1155,We were very disappointed.,[ASPECT],0,0,negative
2015_1156,We won't go to this place again for a good meal.,meal,43,47,negative
2015_1157,"However, I think this place is a good hang out spot.",place,22,27,positive
2015_1158,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,place,47,52,positive
2015_1159,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,4,9,positive
2015_1159,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,14,18,positive
2015_1159,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,38,45,positive
2015_1159,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,91,111,positive
2015_1160,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,outdoor restaurants,21,40,positive
2015_1161,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",[ASPECT],0,0,positive
2015_1162,Check this place out!,place,11,16,positive
2015_1163,HIGHLY RECOMMENDED!!!!!,[ASPECT],0,0,positive
2015_1164,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",place,19,24,negative
2015_1165,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",[ASPECT],0,0,negative
2015_1166,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",tables,4,10,negative
2015_1166,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",menu,42,46,neutral
2015_1166,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",wine list,93,102,negative
2015_1167,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,23,28,negative
2015_1167,Slightly above average wines start at $70+ with only one selection listed at $30+.,wines,23,28,negative
2015_1168,Service is not what one would expect from a joint in this price category.,Service,0,7,negative
2015_1169,"For instance, plates were just dumped on the table, I was handed the wine list upside down, etc....",[ASPECT],0,0,negative
2015_1170,Somehow working the italian charm with constant mille grazie does not constitute proper service.,service,88,95,negative
2015_1171,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,57,61,positive
2015_1171,"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",Teodora,143,150,negative
2015_1172,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,meals,15,20,negative
2015_1172,Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.,rosemary or orange flavoring,63,91,negative
2015_1173,Fish was overdone.,Fish,0,4,negative
2015_1174,"Cute place, nice wait staff but would never go there again.",wait staff,17,27,positive
2015_1174,"Cute place, nice wait staff but would never go there again.",place,5,10,positive
2015_1174,"Cute place, nice wait staff but would never go there again.",place,5,10,negative
2015_1175,Someone else recommended the dessert - we also left that.,dessert,29,36,negative
2015_1176,One of us actually liked the expresso - that's it.,expresso,29,37,positive
2015_1177,"Skip this restaurant, it's a big disappointment.",restaurant,10,20,negative
2015_1178,Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,Myagi,0,5,positive
2015_1179,I've never had bad service and the fish is fresh and delicious.,service,19,26,positive
2015_1179,I've never had bad service and the fish is fresh and delicious.,fish,35,39,positive
2015_1180,Their tuna tartar appetizer is to die for.,tuna tartar appetizer,6,27,positive
2015_1181,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",pizza,80,85,positive
2015_1182,It is simply amazing.,[ASPECT],0,0,positive
2015_1183,The place is so cool and the service is prompt and curtious.,service,29,36,positive
2015_1183,The place is so cool and the service is prompt and curtious.,place,4,9,positive
2015_1184,I highly recommend to anyone to give this place a try.,place,42,47,positive
2015_1185,You will find yourself returning quite often.,[ASPECT],0,0,positive
2015_1186,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,64,68,positive
2015_1186,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,service,80,87,positive
2015_1186,A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,atmosphere,102,112,positive
2015_1187,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,24,28,positive
2015_1188,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,4,15,positive
2015_1189,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",service,4,11,positive
2015_1189,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.",staff,50,55,positive
2015_1190,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",meal,65,69,positive
2015_1190,"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",restaurant,80,90,positive
2015_1191,Beautiful experience.,[ASPECT],0,0,positive
2015_1192,The view is breathtaking the service is top notch... the ambiance is wonderfull.,view,4,8,positive
2015_1192,The view is breathtaking the service is top notch... the ambiance is wonderfull.,service,29,36,positive
2015_1192,The view is breathtaking the service is top notch... the ambiance is wonderfull.,ambiance,57,65,positive
2015_1193,The staff offers impeccable service.,staff,4,9,positive
2015_1194,I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,Lobster Bisque,6,20,positive
2015_1195,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,New England Chowder,21,40,positive
2015_1195,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,Lobster Bisque,92,106,positive
2015_1196,It was divine melts in your mouth.,[ASPECT],0,0,positive
2015_1197,My boyfriend had Prime Rib it was good .,Prime Rib,17,26,positive
2015_1198,We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough.,bottles of Korbett,69,87,positive
2015_1199,It's cuz it's so good you need to taste it!!!,[ASPECT],0,0,positive
2015_1200,All in all we're already coming up with excuses to go ahead really soon in the next few wks!!!!,[ASPECT],0,0,positive
2015_1201,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,91,95,positive
2015_1202,If you like spicy food get the chicken vindaloo.,chicken vindaloo,31,47,positive
2015_1203,It's very spicy but not offensive.,[ASPECT],0,0,positive
2015_1204,We will definitely go back.,[ASPECT],0,0,positive
2015_1205,Go to Volare for 1st class service and terrific food.,service,27,34,positive
2015_1205,Go to Volare for 1st class service and terrific food.,food,48,52,positive
2015_1206,The portions are large and the servers always surprise us with a different starter.,portions,4,12,positive
2015_1207,The wine list is excellent.,wine list,4,13,positive
2015_1208,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,food,4,8,positive
2015_1208,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,selection of wines,131,149,positive
2015_1208,The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.,Chef's tasting menu,49,68,positive
2015_1209,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,75,82,positive
2015_1209,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,4,9,negative
2015_1209,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,4,9,positive
2015_1210,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,4,8,negative
2015_1210,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,prixe fixe tasting menu,32,55,positive
2015_1210,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,prixe fixe tasting menu,32,55,positive
2015_1210,The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,[ASPECT],0,0,positive
2015_1211,Please be aware that it's CASH or AMEX only!,[ASPECT],0,0,neutral
2015_1212,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,104,108,neutral
2015_1212,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",lemon salad,26,37,negative
2015_1213,The menu is very limited - i think we counted 4 or 5 entrees.,menu,4,8,negative
2015_1214,"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino,24,40,negative
2015_1215,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",decor,4,9,neutral
2015_1216,Problem is nothing at Prune is particularly memorable.,Prune,22,27,negative
2015_1217,No plans to return anytime soon.,[ASPECT],0,0,negative
2015_1218,This place is so much fun.,place,5,10,positive
2015_1219,Our family never expected such incredible entertainment in a restaurant.,entertainment,42,55,positive
2015_1220,Our food was great too!,food,4,8,positive
2015_1221,And really large portions.,portions,17,25,positive
2015_1222,The staff was the friendliest that have seen in New York.,staff,4,9,positive
2015_1223,We will go back every time we are in the City.,[ASPECT],0,0,positive
2015_1224,If you want something really different than try Jekyll and Hyde.,Jekyll and Hyde,48,63,positive
2015_1225,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,[ASPECT],0,0,positive
2015_1226,The food was pretty tradional but it was hot and good with large portions.,food,4,8,positive
2015_1226,The food was pretty tradional but it was hot and good with large portions.,portions,65,73,positive
2015_1227,I highly recommend it.,[ASPECT],0,0,positive
2015_1228,The place is a lot of fun.,place,4,9,positive
2015_1229,My six year old loved it.,[ASPECT],0,0,positive
2015_1230,The characters really make for an enjoyable experience.,characters,4,14,positive
2015_1231,"The food however, is what one might expect.",food,4,8,negative
2015_1232,It is very overpriced and not very tasty.,[ASPECT],0,0,negative
2015_1232,It is very overpriced and not very tasty.,[ASPECT],0,0,negative
2015_1233,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",Jeckll and Hydes,17,33,positive
2015_1234,We had a good time.,[ASPECT],0,0,positive
2015_1235,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.,[ASPECT],0,0,negative
2015_1236,Service was slow had to wait to order and get food although not crowded.,Service,0,7,negative
2015_1237,Drinks way over priced.,Drinks,0,6,negative
2015_1238,Food was good not great not worth the wait or another visit,Food,0,4,neutral
2015_1238,Food was good not great not worth the wait or another visit,[ASPECT],0,0,negative
2015_1239,Great pizza for lunch place.,pizza,6,11,positive
2015_1240,Service was quick.,Service,0,7,positive
2015_1241,The pizza was great.,pizza,4,9,positive
2015_1242,And it was quick which is very important.,[ASPECT],0,0,positive
2015_1243,It was wonderful.,[ASPECT],0,0,positive
2015_1244,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",fish,63,67,positive
2015_1244,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",service,78,85,positive
2015_1245,Delivery is fast too.,Delivery,0,8,positive
2015_1246,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",service,15,22,positive
2015_1246,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",seating,29,36,positive
2015_1246,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",Delivery,43,51,positive
2015_1246,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi.",sushi,63,68,positive
2015_1247,A little overpriced but worth it once you take a bite.,[ASPECT],0,0,negative
2015_1247,A little overpriced but worth it once you take a bite.,[ASPECT],0,0,positive
2015_1248,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,63,68,positive
2015_1249,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,4,10,positive
2015_1249,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,4,10,positive
2015_1250,They have a huge selection of different cream cheeses and all of their salads are great.,salads,71,77,positive
2015_1250,They have a huge selection of different cream cheeses and all of their salads are great.,cream cheeses,40,53,positive
2015_1251,The lox is always fresh too.,lox,4,7,positive
2015_1252,Highly recommended to all!,[ASPECT],0,0,positive
2015_1253,Not impressed with the food.,food,23,27,negative
2015_1254,Prices too high for this cramped and unappealing resturant.,resturant,49,58,negative
2015_1254,Prices too high for this cramped and unappealing resturant.,resturant,49,58,negative
2015_1255,Zero ambiance to boot.,ambiance,5,13,negative
2015_1256,I thought this place was totally overrated.,place,15,20,negative
2015_1257,Everything we had was good or ok....but definitely nothing great.,[ASPECT],0,0,neutral
2015_1258,"The ambience was nice, but service wasn't so great.",ambience,4,12,positive
2015_1258,"The ambience was nice, but service wasn't so great.",service,27,34,negative
2015_1259,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",[ASPECT],0,0,negative
2015_1259,"When you add it all together, it just doesn't seem worth it to me...especially considering the prices.",[ASPECT],0,0,negative
2015_1260,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,Shabu-Shabu Restaurant,17,39,positive
2015_1261,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,55,59,positive
2015_1261,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,68,72,positive
2015_1262,Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu,37,48,positive
2015_1263,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",atmosphere,4,14,positive
2015_1264,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,4,9,positive
2015_1264,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,14,19,positive
2015_1264,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,73,81,positive
2015_1265,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",menu,27,31,negative
2015_1265,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",[ASPECT],0,0,positive
2015_1265,"Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.",[ASPECT],0,0,positive
2015_1266,I must give it Yon out of Yon stars!,[ASPECT],0,0,positive
2015_1267,Taxan delicious!,Taxan,0,5,positive
2015_1268,We weren't!,[ASPECT],0,0,positive
2015_1269,The prices were CHEAP compared to the quality of service and food.,[ASPECT],0,0,positive
2015_1269,The prices were CHEAP compared to the quality of service and food.,service,49,56,positive
2015_1269,The prices were CHEAP compared to the quality of service and food.,food,61,65,positive
2015_1270,"We liked it so much, that we will always make it a point to dine here when we visit New York.",[ASPECT],0,0,positive
2015_1271,The location and ambience is Ok but the food is what makes up for it.,location,4,12,neutral
2015_1271,The location and ambience is Ok but the food is what makes up for it.,ambience,17,25,neutral
2015_1271,The location and ambience is Ok but the food is what makes up for it.,food,40,44,positive
2015_1272,There is a lot of variety even for people who eat vegetarian like me.,[ASPECT],0,0,positive
2015_1273,Try green curry with vegetables.,green curry with vegetables,4,31,positive
2015_1274,"The quantity is also very good, you will come out satisfied.",quantity,4,12,positive
2015_1275,"The service is ok, some of the people didn't get what they asked for.",service,4,11,neutral
2015_1276,I was there on sat. for my birthday and we had an excellent time.,[ASPECT],0,0,positive
2015_1277,I had the best ravioli ever.,ravioli,15,22,positive
2015_1278,The wine the service was very good too.,wine,4,8,positive
2015_1278,The wine the service was very good too.,service,13,20,positive
2015_1279,Moderate prices.,[ASPECT],0,0,neutral
2015_1280,A little noise but I think that was because of our party!,[ASPECT],0,0,neutral
2015_1281,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria,25,34,positive
2015_1281,This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,trattoria,25,34,positive
2015_1282,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",food,4,8,positive
2015_1282,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",dishes,72,78,positive
2015_1282,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",specials,33,41,positive
2015_1282,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",regular menu-fare,49,66,positive
2015_1283,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",parmesean porcini souffle,17,42,positive
2015_1283,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",lamb glazed with balsamic vinegar,50,83,positive
2015_1284,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,49,61,positive
2015_1284,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food,63,67,positive
2015_1284,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,80,87,positive
2015_1284,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,13,19,negative
2015_1285,A guaranteeed delight!,[ASPECT],0,0,positive
